date|event
1985|Gary Kasparov (USSR) becomes World Chess Champion at age of 22
1985|General Electric acquires RCA Corp & its subsidiary, NBC
1985|General Jaruzelski elected Poland's head of state
1985|Guatemala adopts constitution
1985|"Heart's ""Heart"", album goes #1"
1985|Heysel Stadium Disaster - 39 die and 500 injured in rioting between British & Italians at European Cup soccer; English clubs banned from playing in European competition for five years
1985|Hostage CNN reporter Jeremy Levin is released in Beirut
1985|Hurricane Gloria's 130 MPH wind hits the Atlantic coast
1985|IBM-PC DOS Version 3.1 (update) released
1985|IBM-PC DOS Version 3.2 released
1985|India files suit against Union Carbide over Bhopal disaster
1985|International Cometary Explorer measures solar wind ahead of Halley's Comet
1985|International Physicians for Prevention of Nuclear War receives Nobel Prize
1985|Intl Cometary Explorer (ISEE 3) passes Giacobini-Zinner by 7900 km
1985|Israel exchanges 1150 Lebanese/Palestinian prisoners for 3 Israeli soldiers
1985|Israel government confirms resettlement of 10,000 Ethiopian Jews
1985|Israel ships 96 TOWs to Iran on behalf of the US
1985|Japan launches its 2nd probe of Halley's Comet, Suisei
1985|Japan launches Planet A, a probe to Halley's comet
1985|Japan launches Sakigake space probe to Halley's Comet
1985|Japanese Boeing 747 crashes, 520 die (worst in-flight toll)
1985|Japanese space probe Sakigake launched to Halley's comet
1985|Jordan king Hussein & PLO leader Arafat sign accord
1985|King Hussein of Jordan and President Assid hold talks
1985|Kosmos 1700 communications satellite placed in geostationary orbit
1985|Lebanese Shiite Moslem gunmen hijack TWA 847 after Athens' takeoff
1985|Mauritania's new constitutional charter published
1985|Michael Jackson buys ATV Music (every Beatle songs) for $47« million
1985|Mickey Mouse welcomed in China
1985|Mikhail Gorbachev replaces Konstantin Chernenko as Soviet leader
1985|NASA launches Intelsat VA
1985|NASA launches space vehicle S-207
1985|NASA launches space vehicle S-209
1985|Naval exercises canceled when US refuses to tell New Zealand of nuclear weapons
1985|Nevado del Ruiz volcano erupts in Colombia, kills 25,000
1985|New Coke debuts
1985|Opposition leader Kim Dae Jung returns to South-Korea
1985|Pentagon accepts theory that atomic war would cause a nuclear winter
1985|PLO seizes Italian cruise liner Achille Lauro
1985|Polish police arrests 7 Solidarity leaders
1985|President Zia of Pakistan ends martial law
1985|Rajiv Gandhi announces Punjab state elections in India
1985|Republic of Ireland gains consultative role in Northern Ireland
1985|Retired CIA analyst Larry Wu-tai Chin, arrested of spying for China
1985|Shite Muslims claim to have killed hostage William Buckley
1985|Shuttle Columbia carries Spacelab into orbit
1985|Singer Madonna weds actor Sean Penn
1985|South African President P.W. Botha offers to free Mandela if he denounces violence
1985|Soyuz T-13 carries 2 cosmonauts to Salyut 7 space station
1985|Soyuz T-14 carries 3 cosmonauts to Salyut 7 space station
1985|STS 51-D vehicle moves to launch pad
1985|STS 51-E vehicle moves to launch pad
1985|STS 51-E vehicle rolls back to Vandenberg AFB; mission cancelled
1985|STS 51-F vehicle moves to the launch pad
1985|STS 51-G vehicle moves to the launch pad
1985|STS 51-I mission scrubbed at T -5m because of bad weather
1985|STS 51-I scrubbed at T -9m because of an onboard computer problem
1985|STS 51-I vehicle moves to the launch pad
1985|STS 51-L vehicle moves to Launch Pad 39B
1985|STS 61-B vehicle moves to the launch pad
1985|STS 61-C scrubbed at T -13s because of SRB auxiliary power problem
1985|STS 61-C vehicle moves to launch pad
1985|Tancredo Neves becomes 1st elected President of Brazil in 21 years
1985|Terrorists kill 20 & wound 110 attacking El Al at Rome & Vienna airports. President Reagan blamed Libyan leader Momar Qadhafi
1985|Thieves steal 9 paintings, including 5 Monet's & 2 Renoir's
1985|"UN Security Council unanimously condemns ""acts of hostage-taking"""
1985|US approves screening test for AIDS
1985|US Associated Press correspondent Terry Anderson taken hostage in Beirut
1985|US began broadcasts to Cuba on Radio Marti
1985|US fighter jets force Egyptian plane carrying hijackers of Italian ship Achille Lauro to land in Italy, gunmen are placed in custody
1985|US Olympic Committee endorses a boycott of the Moscow games
1985|US performs nuclear test at Nevada Test Site
1985|US President Reagan & Soviet leader Mikhail Gorbachev meet for 1st time
1985|US President Reagan bans importation of South African Krugerrands
1985|US President Reagan ends embargo against Nicaragua
1985|US renounces jurisdiction of World Court despite previous promise
1985|US sailor Michael L Walker arrested for spying for USSR
1985|US Senate votes 55-45, to authorize production of the MX missile
1985|US-French expedition locates wreckage of Titanic off Newfoundland
1985|USSR performs nuclear test at Eastern Kazakhstan/Semipalitinsk USSR
1985|USSR's Vega 1 deposits lander on surface of Venus
1985|Virtual US ban on leaded gas ordered by EPA
1985|Walt Disney World's 200-millionth guest
1985|"War veterans returned to the ""Bridge over the River Kwai"""
1985|William Schroeder is 1st artificial heart patient to leave hospital He spent 15 minutes outside Humana Hospital in Louisville KY
1985|World chess championship match abandoned-Karpov 25, Kasparov 23
1985|Cable-TV mogul Ted Turner buys MGM
1985|Claude Lanzmann's 'Shoah', a twelve-hour documentary of the Nazis' extermination of Polish Jews structured on interviews with witnesses, survivors, and former Nazis
1985|Mikhail Gorbachev becomes Soviet leader promising perestroika and policy of glasnost
1985|Minolta Maxxum 7000 auto-focus, 35mm SLR
1985|Pixar introduces digital imaging processor
1985|Publishing magnate Rupert Murdoch buys 20th Century-Fox
1985|Rambo, a militarist fantasy typical of Reagan-era Hollywood cinema
1985|Intel introduces the 80386 32-bit microprocessor with built-in support for muntitasking
Jan 1986|Soviet President Gorbachev calls for disarmament by the year 2000
28 Feb 1986|The Single European Act modifying the Treaty of Rome is signed in Luxembourg and The Hague
Apr 1986|Chernobyl Nuclear Reactor meltdown and fire occur in the Soviet Union and large quantities of radioactive material are released
16 Jul 1986|The first Freenet (Cleveland) comes on-line under the auspices of the Society for Public Access Computing (SoPAC). Later Freenet program management assumed by the National Public Telecomputing Network (NPTN) in 1989
12 Dec 1986|New England gets cut off from the Net as AT&T suffers a fiber optics cable break between Newark/NJ and White Plains/NY due to all seven New England ARPANET trunk lines being in the one severed cable
1986|Abhay Ashtekar proposes new variables for canonical quantum gravity
1986|Amos Yahil - David Walker and Michael Rowan-Robinson find that the direction of the IRAS galaxy density dipole agrees with the direction of the cosmic microwave background temperature dipole
1986|Geller - Huchra and Lapparent develop the bubble structure of galaxy distributions
1986|The Challenger spacecraft exploded shortly after takeoff killing the seven astronauts aboard
1986|Voyager 2 sends back images of Uranus and its system and discovers 6 new moons
1986|HBO scrambles its signals
1986|US Cable shopping networks
1986|BARRNET (Bay Area Regional Research Network) established using high speed links and became operational in 1987
1986|Case Western Reserve University in Cleveland - Ohio creates the first 'Freenet' for the Society for Public Access Computing
1986|Internet Engineering Task Force (IETF) and Internet Research Task Force (IRTF) comes into existence under the IAB with the first IETF meeting held in January at Linkabit in San Diego
1986|Mail Exchanger (MX) records developed by Craig Partridge allow non-IP network hosts to have domain addresses
1986|Network News Transfer Protocol (NNTP) designed to enhance Usenet news performance over TCP/IP
1986|NSF-funded SDSCNET - JVNCNET - SURANET - and NYSERNET operational
1986|NSFNET created (backbone speed of 56Kbps) when NSF established 5 super-computing centers to provide high-computing power for all which allowed an explosion of connections especially from universities
1986|The great USENET name change - moderated newsgroups changed in 1987
1986|"""Top Gun"" premieres"
1986|167 die when Mexicana Airlines Boeing 727 crashes
1986|2 US servicemen die in West Berlin discotheque bombing
1986|24th space shuttle (61-C) mission-Columbia 7-launched
1986|24th Space Shuttle (61-C) Mission-Columbia 7-returns to Earth
1986|25th Space Shuttle (51L)-Challenger 10 explodes 73 seconds after liftoff
1986|"58th Academy Awards: ""Out of Africa"", William Hurt & Geraldine Page win"
1986|7.5 Earthquake strikes San Salvador, El Salvador
1986|Aeromexico jet & small plane collide kill 82
1986|"AIDS charity record ""That's What Friends are For"", hits #1"
1986|Air Lanka crashes, killing 22
1986|Alleged Nazi Kurt Waldheim elected pres of Austria
1986|Angolan Unity Leader Jonas Savimbi visits Washington, DC
1986|Anti-apartheid activist Hélène Pastoors sentenced to 10 years in South Africa
1986|Argentine ex-President Galtieri sentenced to 12 years
1986|Ariane-2 (ESA) launched
1986|Aruba becomes independent from neighbor island Curaçao (part of Kingdom of the Netherlands)
1986|Barbra Streisand's 1st live concert in 20 years
1986|Bloody coup overthrows government of South Yemen
1986|Bobby (Patrick Duffy) returns to Dallas, his death is attributed to his wife Pam's bad dream (erases all of last season)
1986|Bomb attack in East-Beirut, 27 killed
1986|British Defense Secretary Michael Heseltine resigns
1986|British Hampton Court palace destroyed by fire, 1 dead
1986|Carnegie Hall reopens after a $50 million facelift
1986|Cathy Evelyn Smith sentenced to 3 years for death of John Belushi
1986|Chernobyl, USSR site of world's worst nuclear power plant disaster
1986|Chunnel announced (railway tunnel under English Channel)
1986|Clint Eastwood elected mayor of Carmel, California
1986|Columbia returns to Kennedy Space Center via Davis-Monthan AFB
1986|Concentration camp survivor Elie Wiesel wins Nobel Peace Prize
1986|Constitution of Guatemala takes effect
1986|Corazon Aquino becomes President of Philippines; Former Philippines President Ferdinand E Marcos flees in defeat
1986|The Dalai Lama meets Pope John Paul II in India
1986|Democratic Labor Party wins parliamentary election in Barbados
1986|Desmond Tutu installed to lead south African Anglican Church
1986|Discovery moves to OPF where more than 200 modification are made
1986|Disney-MGM Studio Tour begins construction
1986|Dodge Morgan sailed solo nonstop around the world in 150 days
1986|Donald E Pelotte becomes 1st native American bishop
1986|Dupont Plaza Hotel fire in San Juan, Puerto Rico kills 97
1986|European Space Agency's Giotto flies by Halley's Comet (605 km)
1986|Extremist Sikhs kill 13 hindus in Ludhiana India
1986|Ferdinand Marcos wins rigged Philippines presidential election
1986|Ferry boat Shamia sinks on Maghna River Bangladesh, 600 killed
1986|Former Philippines President Ferdinand E Marcos fled in defeat
1986|France performs nuclear test
1986|France performs nuclear test at Muruora Island
1986|Fred Markham (US), unpaced & unaided by wind, is 1st to pedal 65 mph on a level course, Big Sand Flat CA
1986|French air force bombs Ouadi Doum airport in Chad
1986|French hostage Aurel Cornea, held in Lebanon for 9 months, released
1986|Funeral services held for Swedish Prime Minister Olaf Palme
1986|Geffen records signs Guns & Roses
1986|General Tito Okello's government flees Kampala Uganda
1986|Geraldo Rivera opens Al Capone's vault on TV & finds nothing
1986|Ghorbanifar 1st suggests diversion of cash to contras, says North
1986|Giotto encounters Comet Halley
1986|Grand Floridan Beach Resort groundbreaking
1986|Haemers gang robs gold transport in Belgium of 35 million BF
1986|Haiti's President-for-Life Jean-Claude Duvalier flees to France Henri Namphy becomes leader of Haiti
1986|Halley's Comet reaches 30th perihelion (closest approach to Sun)
1986|Hands Across America - 7 million people hold hands from California to New York
1986|Haydar Bakr al-Attas appointed President of South Yemen
1986|"Heart's ""These Dreams"", single goes #1"
1986|Holocaust survivor Elie Wiesel accepts
1986|Impala Platinum fires 20,000 black mine workers in Johannesburg
1986|In referendum, Irish uphold ban on divorce
1986|Institute for War documents publishes Anne Franks complete diary
1986|International Red Cross ousted from South Africa
1986|The 8 year war between Iran and Iraq begins
1986|Iran conquerors Iraq peninsula Fao
1986|Iran-Contra affair erupts, President Reagan reveals secret arm deal
1986|Israel Prime Minister Shimon Peres resigns
1986|Israeli fighters intercept Libyan liner (passenger plane)
1986|Israeli premier Simon Peres visits Netherlands
1986|Jacques Chirac become Prime Minister of French government
1986|Japanese probe Sakigake flies by Halley's Comet at 6.8 millionkm
1986|Japanese probe Suisei passes Halley's Comet at 109,800 km
1986|Johnson & Johnson announces it no longer sells capsule drugs
1986|Jonathan Pollard, spy for Israel, pleads guilty in US court
1986|Jordanian King Hussein severs ties with PLO
1986|Kurt Browning (Canada) becomes 1st skater to land a quadruple jump
1986|Lake Nios Volcanic eruption in Cameroon releases poison gas, killing 1,746
1986|Libyan bombers attack N'djamena Airport in Chad
1986|London Sunday Times reports Israel is stocking nuclear arms
1986|Margaret Thatcher becomes 1st British PM to visit Israel
1986|Mário Soares (Socialist) elected Portugal's 1st civilian president
1986|Mary Lund of Minnesota, is 1st female recipient of an artificial heart
1986|Microlite aircraft circles world non-stop
1986|Military coup in Lesotho under General-Major Lekhanya & premier Leabua Jonathan
1986|NASA announces searchers found remains of Challenger astronauts
1986|NASA announces tests designed to verify ignition pressure dynamics
1986|NASA launches DOD-1
1986|NASA launches Fltsatcom-7
1986|NASA launches Goes-G, it failed to achieve orbit
1986|NASA launches space vehicle S-199
1986|"NASA publishes ""Strategy for Safely Returning the Space Shuttle to Flight Status"""
1986|Oscar Arias Sanchez elected President of Costa Rica
1986|P W Botha declares South African national emergency
1986|Palau signs Compact of Free Association with US
1986|Philippine Corazon Aquino defeats incumbent dictator Ferdinand Marcos but fraudulent returns gave the election to Marcos
1986|Pirate Radio Euro Weekend (Holland) begins transmitting
1986|Police arrested 3 IRA-terrorists in Amsterdam
1986|Pravda announces high-level Chernobyl staff fired for stupidity
1986|President Babrak Karmal resigns as party leader of Afghánistán
1986|Protesters try to stop Land Rover motor company being sold to US
1986|Rights activist Anatoly Scharansky released by USSR, leaves country
1986|River Rhine (Germany) polluted by chemical spill
1986|Rogers Comm report on Challenger disaster blames Morton Thiokol
1986|Rutan & Yeager make 1st around-the-world flight without refueling
1986|Sikhs attempt to assassinate Indian Prime Minister Rajiv Gandhi
1986|South African army occupies Botswana, Zimbabwe & Zambia
1986|South African emergency crisis in Brabant & Limburg ends
1986|South African President P.W. Botha sends Coetsee to visit Mandela
1986|South Yemen Premier Haydar Bakr al-Attas becomes interim-president
1986|Soviet authorities arrested Nicholas Daniloff (US News World Report)
1986|Soviet probe Vega 2 flies by Halley's Comet at 8,030 km
1986|Soyuz T-15 carries 2 cosmonauts to Soviet space station Mir
1986|Space probe Giotto encounters Halley's Comet
1986|Spain and Portugal become 11th and 12th members of Common Market (European Economic Community)
1986|Spain recognizes Israel
1986|Spanish Grand Prix decided by 0.014 of a second
1986|STS 61-C mission scrubbed at T -9m because of weather problems
1986|STS 61-C mission scrubbed T -9m because of bad weather at Kennedy
1986|STS 61-C scrubbed at T-31 seconds because of liquid oxygen valve problem
1986|Tass reports Chernobyl nuclear power plant mishap
1986|"The ""Chicken Song"" by Spitting Image hit #1 on the UK pop chart"
1986|The first Francophone Summit convenes at Versailles
1986|The first US federal holiday honoring Martin Luther King Jr
1986|The IOC decides to stagger the Winter & Summer Olympic schedule
1986|UN WHO announces 1st global effort to combat AIDS
1986|US & Libya clash in Gulf of Sidra
1986|US & West Europeans veto heavier sanctions against South Africa
1986|US air raids Libya, respondings to La Belle disco, Berlin bombing
1986|US aircraft attacks 5 terrorist locations in Libya
1986|US begins Military exercises in Honduras
1986|US Federal health officals announce AZT will be available to AIDS patients
1986|US informs New Zealand it will not defend it against attack
1986|US Navy officer Jerry A Whitworth sentenced to 365 years for spying
1986|US performs nuclear test at Nevada Test Site
1986|US President Reagan & Russian Premier Gorbachev open talks at a summit in Reykjavik, Iceland
1986|US President Reagan administration exceeds SALT II arms limitations for 1st time
1986|US President Reagan announces formation of Committee on Challenger Accident
1986|US President Reagan criticizes South African state of emergency
1986|US President Reagan decides to support a replacement for the Challenger
1986|US President Reagan freezes Libyan assets in the US
1986|US President Reagan orderes 2 Poseidon-class submarines be dismantled
1986|US President Reagan proclaims economic sanctions against Libya
1986|US President Reagan signs landmark immigration reform bill
1986|US professor Joseph Cicippio is kidnapped & held hostage in Beirut
1986|US releases soviet spy Gennadiy Zakharov
1986|US Senate approved immigration bill prohibiting hiring of illegal aliens & offered amnesty to illegals who entered prior to 1982
1986|US Senate ratifies UN's anti-genocide convention 37 years later
1986|US submarine Nathaniel Green runs aground in the Irish Sea
1986|US violates Iran arms boycott
1986|USSR charges correspondent Nicholas Daniloff with spying
1986|USSR expells 5 US diplomats
1986|USSR frees dissident Andrei Sakharov from internal exile
1986|USSR launches Mir space station into Earth orbit
1986|USSR releases US journalist Nicholas Daniloff confined on spy charges
1986|USSR's Vega 1 flies by Halley's Comet at 8,889 km
1986|Vinicio Cerezo becomes only the 2nd freely elected President of Guatemala since the CIA-sponsored coup in 1954
1986|Virgilio Barco elected President of Colombia
1986|Vladimir Horowitz performs in his Russian homeland
1986|Voyager 2 makes 1st fly-by of Uranus (81,593 km), finds new moons
1986|Voyager 2, 1st Uranus fly-by
1986|Voyager, piloted by Dick Rutan and Jeana Yeager, took off from Edwards AFB, CA on 1st non-stop, non-refueled flight around world
1986|Will Stegers expedition reaches North Pole
1986|World Court rules US aid to Nicaraguan contras illegal
1986|Worst nuclear disaster, Chernobyl USSR, 31 die
1986|Yoweri Museveni sworn in as President of Uganda
1986|Yoweri Museveni's rebel army conquerors Kampala Uganda
1986|Canadian films attract international attention: Patricia Rozema's 'I've Heard the Mermaids Singing,' Denys Arcand's 'The Decline of the American Empire', Atom Egoyan's 'Family Viewing'
1986|David Lynch's 'Blue Velvet'
1986|Half of major American film companies' domestic revenues come from videocassette sales
1986|Joel Peter Witkin's 'The Kiss'
1986|John Woo's 'A Better Tomorrow' starring Chow Yun-Fat breaks box-office records in Hong Kong and initiates a cycle of 'hero films'
1986|Minolta introduces first professional auto focus camera, the Maxxum 9000
1986|World conference establishes standards for sound, video, and digital recordings
Mar 1987|Soviet President Gorbachev proposes elimination of European short and medium range missiles and later NATO and West Germany support Gorbachev's proposal with some changes
Mar 1987|First TCP/IP Interoperability Conference (the name changed in 1988 to INTEROP)
Aug 1987|The US and Soviet Union agreed to establish Nuclear Risk Reduction Centers in both countries to reduce the risks of accidental nuclear war
20 Sep 1987|The first message (e-mail) from China sent across an email link established between Germany and China using CSNET protocols
Dec 1987|Soviet President Gorbachev and President Reagan sign the Intermediate-Range Nuclear Forces (NIF) Treaty the first arms treaty signed by the superpowers calling for elimination of a whole class of weapons (intermediate range missiles)
Dec 1987|The US and Soviet Union signed the Intermediate-range Nuclear Forces (INF) Treaty agreeing to remove these weapons from Europe
Dec 1987|US Nuclear Waste Policy Amendments Act designates Yucca Mountain Nevada for scientific investigation as candidate site for the first US geological repository for high-level radioactive waste and spent nuclear fuel
1987|Alex Müller and Georg Bednorz discover high critical temperature ceramic superconductors
1987|David Burstein - Roger Davies - Alan Dressler - Sandra Faber - Donald Lynden-Bell - R.J. Terlevich and Gary Wegner claim that a large group of galaxies within about 200 million light years of the Milky Way are moving together towards 'The Great Attractor'
1987|Ian Shelton discovers supernova
1987|Launch of the Ginga X-ray satellite (ASTRO-C)
1987|Masatoshi Koshibas detects neutrinos from a supernova
1987|Representatives of 150 nations gathered for the UN Conference on the Relationship Between Disarmament and Development and was boycotted by the US on the grounds that disarmament and Third World development should be treated as separate issues
1987|Yasumasa Kanada - David Bailey - Jonathan Borwein and Peter Borwein use iterative modular equation approximations to elliptic integrals and a NEC SX-2 supercomputer to compute Pi to 134 million decimal places
1987|Half of all US homes with TV are on cable
1987|US Government deregulates cable industry
1987|1000th RFC - 'Request For Comments reference guide'
1987|NSF signs a cooperative agreement to manage the NSFNET backbone with Merit Network Inc
1987|Number of BITNET hosts breaks 1 thousand
1987|The number of Internet hosts exceeds 10 thousand
1987|UUNET is founded with Usenix funds to provide commercial UUCP and Usenet access which was originally an experiment by Rick Adams and Mike O'Dell
1987|"""Les Miserables"" opens at Broadway/Imperial NYC for 4000+ performances"
1987|"""Little Shop of Horrors"" is released in Germany"
1987|11 die as a bomb planted by the Irish Republican Army exploded at Ulster Remembrance Day Service
1987|156 die as Northwest Flight 255 crashes at take off in Detroit
1987|175-kph winds cause blackout in London, much of southern England
1987|200,000 gays march for civil rights in Washington
1987|28 construction workers killed in an apt collapse in Bridgeport, Ct
1987|28 of 82 aboard Continental Airlines DC-9 die in crash at Denver
1987|30 killed in a Texas tornado
1987|31 die in a fire at King's Cross, London's busiest subway station
1987|4th full-duration test firing of redesigned SRB motor
1987|"59th Academy Awards: ""Platoon"", Paul Newman & Marlee Matlin win"
1987|6.8 earthquake hits Ecuador, kills 100
1987|60 bodies recovered in Dupont Plaza Hotel fire in Puerto Rico
1987|7 top New York Mafia bosses sentenced to 100 years in prison each
1987|An unconscous skydiver is rescued by another diver in mid-air
1987|Anglican Church envoy Terry Waite taken hostage in Beirut, Lebanon
1987|Announcement of possible Martian tornadoes
1987|Anti-smoking ad airs for 1st time on TV, featuring Yul Brynner
1987|Archbishop's envoy Terry Waite disappears in Lebanon
1987|Astrological Harmonic Convergence-Dawn of New Age
1987|Astronomers at University of California see 1st sight of birth of a galaxy
1987|"August Wilson's ""Fences"" wins"
1987|"August Wilson's ""Fences"", premieres in New York NY"
1987|BB King donates his 7,000 record collection to University of Mississippi
1987|"Belgium ferry boat ""Herald of Free Enterprise"" capsizes/sinks; 192 die"
1987|Ben Johnson of Canada runs 100 m in world record 9.83 sec
1987|Benazir Bhutto, Pakistan's future pres, marries Asif Ali Zardari
1987|Bomb blamed on Unabomber explodes by computer store in Salt Lake City
1987|Britain's Prince Edward resigns from his Royal Marines training
1987|British Airways begins trading stocks
1987|China's rudimentary civil code in effect
1987|Chinese/Vietnamese border fights, 1500 killed
1987|Chrysler Corp offered to buy American Motors Corp for $1 billion
1987|Clayton Lonetree, 1st US marine court-martialed for spying, convicted
1987|Colt revolver (Peacemaker) of 1873 sells for $242,000
1987|Costa Rican Pres Oscar Arias wins Nobel Peace Prize
1987|Digging begins to link England & France under the English Channel
1987|Discovery in Orbital Processing Facility is powered up for STS-26
1987|Discovery rolls over from OPF to Vandenberg AFB
1987|Discovery's SRBs and External Tank are mated
1987|Donald Regan resigned as White House chief of staff
1987|Entertainer Lola Falona is diagnosed with multiple sclerosis
1987|FBI apprehends most wanted Claude L Dallas, Jr in California
1987|Flight Readiness Firing of Discovery's main engines is successful
1987|France performs nuclear test at Muruora Island
1987|Fred Currey acquires Greyhound Bus Company
1987|French airplanes harass Libyan positions in Duadi Doum
1987|Gary Hart quits democratic presidential race (Donna Rice affair)
1987|Geffen records sign their 1st artist (Donna Summer)
1987|Gorbachev arrives in the US for a summit meeting
1987|Great offensive against Tamil-rebellion in Jaffra Sri Lanka
1987|Hassanali inaugurated as President of Trinidad & Tobago
1987|Head of Salvadoran Human Rights Comm assassinated by death squads
1987|IBM releases PC-DOS version 3.3
1987|Iceberg twice the size of US Rhode Island sighted in Antarctic
1987|In the US, Jessica McClure rescued 58 hrs after falling 22' into a well shaft
1987|Israel re-elects Yitzhak Shamir as chairman of right wing Herut Party
1987|Japan 1st exceeds military spending cap of 1% of GNP ($23 billion)
1987|Korean Air Boeing 707 disappears off Burma, on route to Seoul. All 115 lost
1987|Margaret Thatcher is 1st British PM in 160 years to win 3rd cons term
1987|Mathias Rust, 19, West German pilot, makes unauthorized landing in USSR
1987|Michael Jackson attempts to buy Elephant Man's remains
1987|Military coup in Fiji Islands under Lieutenant Colonel Sitivani Rabuka
1987|Monitor, Civil War warship, is discovered by a deep sea robot
1987|NASA launches Fltsatcom-6, it failed to reach orbit
1987|NASA launches GEOS-H
1987|NASA launches Palapa B2P
1987|NASA launches space vehicle S-209
1987|New Nicaraguan constitution takes effect
1987|New Zealand swimmer Philip Rush set record for triple crossing English Channel. His time 28:21, 10 hours faster than the 1st man to do it
1987|No-smoking rules take effect in US federal buildings
1987|Occupied Palestinians start 'intefadeh' (uprising) against Israel
1987|Palestinian uprising began in the Israeli-occupied West Bank
1987|Philippine troops murder 17 civilians-Lupao Massacre
1987|Philippines adopts constitution
1987|Philippines constitution goes into effect
1987|Philips Company unveils compact disc video
1987|Pope John Paul II beatifies Edith Stein, a Jewish born nun
1987|Pope John Paul II receives Austrian Pres Kurt Waldheim
1987|President Habré's troops reconquer Faya Largeau Chad
1987|Roh Tae Woo wins Presidential Election in South Korea
1987|South African Airways Boeing 747 crashes into Indian Ocean, 159 die
1987|South Korean voters overwhelmingly approved a new constitution
1987|Soyuz TM-2 launches
1987|Soyuz TM-4 carries 3 cosmonauts to space station Mir
1987|Supernova
1987|Survivors of a US black man murdered by KKK members awarded $7 million damages
1987|Syrian army marches into Beirut
1987|Texaco files for brankruptcy
1987|"The Dow Jones down 508.32 on ""Black Monday"" which is 4 times the previous record"
1987|The first heart-lung transplant take place (Baltimore)
1987|The first jockey to win 9 races in 1 day (Chris Antley at Belmont)
1987|The first military use of trained dolphins (US Navy in Persian Gulf)
1987|Thomas Stevens became 1st man to bicycle around the world
1987|Tower Commission probes Iran-Contra affair
1987|Troops of Chad President Habré conquer Fada oasis
1987|US Congress begins Iran-Contra hearings
1987|US FDA approves sale of AZT (AIDS treatment)
1987|US Foreign minister George Shultz meets ANC-leader Oliver Tambo
1987|US Justice Dept bars Austrian Chancellor Kurt Waldheim from entering US, due to his aid of Nazi Germany during WW II
1987|US offers military protection to Kuwaiti ships in the Persian Gulf
1987|US performs nuclear test at Nevada Test Site
1987|US President Reagan & Soviet General Secretary Gorbachev sign a treaty eliminating medium range nuclear missiles
1987|US President Reagan lifts trade boycott against Poland
1987|US President Reagan signs secret order permitting covert sale of arms to Iran
1987|US Supreme Court ruled dangerous defendants could be held without bail
1987|US warships destroy 2 Iranian oil platforms in Persian Gulf
1987|USS Stark hit by Iraqi missiles, 37 sailors die
1987|USSR performs nuclear test at Eastern Kazakhstan/Semipalitinsk USSR
1987|USSR resumes nuclear test at Eastern Kazakhstan/Semipalitinsk USSR
1987|"Van Gogh's ""Irises"" sells for record $53.6 M at auction"
1987|Vatican formal opposition to test-tube fertilization & embryo transfer
1987|"Vincent van Gogh's ""Sunflowers"" sells for record £22.5M ($39.7 million)"
1987|Vladimir Titov and Musa Manarov launched
1987|W German police arrest Mohammed Ali Hamadi, suspect in 1985 hijacking
1987|Weird Al Yankovic performs live at 72nd National Orange Show
1987|West German Mathias Rust lands airplane on Red Square
1987|West German pilot Mathias Rust, who flew a private plane from Helsinki Finland, to Moscow's Red Square, goes on trial in Russia
1987|West Germany SPD chairman Willy Brandt resigns
1987|Worst peacetime shipping disaster, Dona Paz collides with Vector 1,749 confirmed deaths (probably closer to 3,000)
1987|Xignals PC Board BBS begins in Alabama
1987|Both Kodak and Fuji introduce novel disposable cameras, such as the Kodak Fling
1987|Canal +, a French cable television company, becomes the major source of funding for filmmaking in France
1987|Canon produces RC-760 Still Video Camera with a 600,000 pixel CCD
1987|Eastman Kodak announces the 1.4 megapixel CCD for digital cameras
1987|Katsuhiro Otomo's 'Akira' brings international attention to the feature-length science-fiction Japanese cartoon, or anime
1987|The 12 nations of the European Community (EC) found MEDIA and the European Film Distribution Office to offer financial incentives for distributors to handle imported films
1987|'USA Today' begins to cover special events with the Canon RC-760 camera
1987|Wim Wenders's 'Wings of Desire', a film about Berlin and Germany's past and present
1987|The victory of the Nationalist Party in Malta marks a move toward European integration. Eddie Fenech Adami becomes prime minister
1987|The Chinese government establishes a special school in Beijing to educate the reincarnate Tibetan Lamas
1 Nov 1988|Internet worm unleashed which temporarily disables approximately 6 thousand of the 60 thousand Internet hosts
1988|Atiyah and Witten develop topological quantum field theories
1988|Martin Duncan and Thomas Quinn and Scott Tremaine demonstrate that short-period comets come primarily from the Kuiper Belt and not the Oort cloud
1988|Smolin and Rovelli develop the loop representation of quantum gravity
1988|CERFnet (California Education and Research Federation network) founded by Susan Estrada
1988|CERT (Computer Emergency Response Team) formed by DARPA in response to the needs exhibited during the Morris worm incident
1988|Countries connecting to NSFNET - Canada (CA) - Denmark (DK) - Finland (FI) - France (FR) - Iceland (IS) - Norway (NO) - Sweden (SE)
1988|FidoNet gets connected to the Net enabling the exchange of email and news
1988|First Canadian regionals join NSFNET - ONet via Cornell - RISQ via Princeton - BCnet via Univ of Washington
1988|Internet Assigned Numbers Authority (IANA) established in December with Jon Postel as its Director (Postel was also the RFC Editor and US Domain registrar for many years)
1988|Internet Relay Chat (IRC) developed by Jarkko Oikarinen
1988|Los Nettos network created with no US federal funding which is instead supported by regional members
1988|NSFNET backbone was upgraded to T1 (1.544Mbps)
1988|The first multicast tunnel is established between Stanford and BBN in the Summer of
